#OK
#SQL= SELECT                 
#	           MORF.* ,            
#	           SH.BlackHoleMass as MasaANegro ,                
#	           SH.BlackHoleMassAccretionRate as AcrecionMasaANegro ,                
#	           SH.Mass as Masa ,                
#	           SH.MassType_DM as MasaMateriaOscura ,            
#	           SH.MassType_Gas as MasaGas       
#	                      
#	       	                           
#	        FROM                 
#	           RecalL0025N0752_Morphokinem as MORF,                 
#	           RecalL0025N0752_Subhalo as SH                 
#	       	                           
#	        WHERE                 
#	           MORF.GalaxyID = SH.GalaxyID AND    
#	           MORF.DMEllipticity < 1
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 17 millisec
#COLUMN 1 name=GalaxyID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=DMEllipticity JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 3 name=DiscToTotal JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 4 name=DispAnisotropy JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 5 name=Ellipticity JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 6 name=KappaCoRot JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 7 name=MedOrbitCircu JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 8 name=RotToDispRatio JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 9 name=Triaxiality JDBC_TYPE=8 JDBC_TYPENAME=float
#COLUMN 10 name=MasaANegro JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=AcrecionMasaANegro JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Masa JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=MasaMateriaOscura JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=MasaGas JDBC_TYPE=7 JDBC_TYPENAME=real
GalaxyID,DMEllipticity,DiscToTotal,DispAnisotropy,Ellipticity,KappaCoRot,MedOrbitCircu,RotToDispRatio,Triaxiality,MasaANegro,AcrecionMasaANegro,Masa,MasaMateriaOscura,MasaGas
46639,0.3930432633408375,0.08595961475161251,-0.1626569110264211,0.4970353086791537,0.1534590010542994,0.0386748457114125,0.09099906971515316,0.8652422356158876,296175.75,1.14196354E-10,8.045695E10,7.6590866E10,3.47369318E9
46640,0.4132579375687059,0.04580453372148752,-0.6776776335689658,0.5332349225920255,0.14403094968653124,0.022068495115357262,0.061881519727589804,0.8608414111764127,296134.47,8.660162E-11,7.6852822E10,7.2820703E10,3.72185446E9
46641,0.4998829198149545,0.3025073042352242,0.10566977250001297,0.6010505074162329,0.24530997701255766,0.1792968246954198,0.331531859875238,0.8428019713923168,296127.34,7.6963556E-9,7.7740229E10,7.2898257E10,4.6304323E9
46642,0.621750018361235,0.2612157384222923,0.03718713381688665,0.6391795409378027,0.23503894136750464,0.12345489248982916,0.2927356945714365,0.9698210737074854,148078.72,1.3912763E-9,9.0998907E10,8.5596348E10,5.2829164E9
46643,0.5247021506089399,0.2370011350943767,0.10781650805338205,0.6700035244137149,0.183278767409422,0.1157815404176123,0.1829714410772557,0.8976732990737105,148075.95,2.2519335E-11,6.4684667E10,6.0940636E10,3.67440256E9
243709,0.36715831157717005,0.25076805312709227,0.38164362862077217,0.4615817163685937,0.33019832970625396,0.16148265779719528,0.35843749079258463,0.008437310098087755,163463.7,3.9403546E-12,1.14675048E11,1.11045845E11,2.43745178E9
243710,0.388056414063221,0.2558108711422006,0.3869569918360266,0.46748401080404745,0.3377425731606521,0.17496445337534278,0.37534372736558175,0.12439057938969099,163394.86,1.3177464E-8,1.09566099E11,1.05929286E11,2.49504614E9
243711,0.3851439134399677,0.24193311235309922,0.3602864175626902,0.46812515690814216,0.32099009084305224,0.1495570959515142,0.31863325512067775,0.22890461337904122,163299.7,2.1778328E-7,1.03932445E11,1.00180124E11,2.66200269E9
243712,0.39177215204760085,0.2233968017676512,0.3376066040133524,0.45936230886098417,0.29846850396691094,0.1288578000533127,0.2741567376102441,0.22726750705106777,163230.06,4.0519824E-11,1.00214194E11,9.6229392E10,2.95838694E9
243713,0.4055530402748717,0.13138732428982125,0.3165024861088268,0.4476880413201064,0.24511792144556735,0.07065696144833418,0.16042438524734695,0.37425455363024973,163209.77,1.218175E-7,1.00413932E11,9.6231817E10,3.2248169E9
243714,0.38433557277197095,0.11609925881501548,0.26736204641186034,0.42720972956517167,0.2375859268643524,0.06757898339547277,0.13688417935260366,0.4083182818913868,161823.9,1.2524328E-6,9.6487023E10,9.2404703E10,3.17078938E9
49964,0.5841996532848858,0.04461938850718927,0.44395370583810834,0.6777673649346574,0.14382907625633987,0.04217731698073189,0.0642843715548359,0.8501708491105895,147568.64,4.301119E-11,1.94313052E10,1.81951775E10,1.11528026E9
49965,0.5381091506448688,0.08792167043937438,-0.7428070799280941,0.6695516860168835,0.16059101339761764,0.054884916789885906,0.115512516151749,0.8501312059573993,147568.3,5.0223315E-11,2.40571044E10,2.29069681E10,1.0396112E9
49966,0.5687104574411119,0.06807997482970729,0.45465844833964586,0.7097223768576212,0.17275497588878896,0.04801171801393368,0.06060306239518406,0.9304746611825118,147567.45,2.5066806E-12,3.09633413E10,2.93250908E10,1.53841818E9
49967,0.5436642173282786,0.06027942220811022,0.44450836036004904,0.7016063991868726,0.12944199632719613,0.03225960087377857,0.03558798281310928,0.9343481623187254,147565.25,1.3161132E-10,3.40263444E10,3.23220726E10,1.61220429E9
49968,0.5501120481705049,0.16724679036259193,0.408863978431383,0.6712495283682115,0.18078817050057602,0.08680190516981197,0.15869603737828647,0.9422589444676607,147564.77,2.0608546E-11,3.07657318E10,2.92972175E10,1.37503872E9
51006,0.35574664432955105,0.1597213382027013,0.12895406276523036,0.3185924647003774,0.207491962631213,0.07345686433358214,0.1825128848974851,0.5105923551646417,147637.78,5.1399677E-14,1.74278779E10,1.66051901E10,4.3059216E8
51007,0.3733934721939024,0.08669692978591437,0.03885907070409256,0.32143332170144256,0.17450384452175913,0.041547564210689905,0.08626966387379016,0.8749856592597282,147637.69,9.965949E-15,4.4980892E10,4.3712541E10,9.101321E8
51008,0.3528116888831282,0.10814183466839533,-0.11845088126153502,0.3154652328323845,0.180592968875717,0.05582523146486387,0.13321524731041207,0.8499726751316565,147635.92,8.3485394E-13,4.6236877E10,4.4652958E10,1.24483994E9
51009,0.33387223341033356,0.09968944461313967,-0.14154668713489893,0.30072342372193295,0.17927692911796944,0.037860227568240125,0.10801842168333799,0.9045538216194879,147627.86,2.1918472E-12,4.597642E10,4.4143968E10,1.51776141E9
51010,0.3693247431590224,0.06405507648667808,-0.1709195455919652,0.31863730854664785,0.16833550074387207,0.024410059431912018,0.07135970899688282,0.8417652657879386,147627.77,5.2904615E-13,4.6119604E10,4.4197294E10,1.63388493E9
51011,0.42095163883372133,0.03992911009134403,0.006788006446769135,0.40980500586266155,0.17954230421202524,0.01834063712115091,0.04862410222460877,0.6923160334428066,147627.56,1.0305491E-11,4.4464321E10,4.2444911E10,1.76382925E9
51012,0.3858208401029306,0.038261752634002555,-0.09985364742882719,0.3988316987287076,0.16500567957820328,0.01738390992859418,0.03585151782939921,0.7949975076755379,147627.47,4.7150885E-13,4.3005649E10,4.0879165E10,1.89585587E9
51013,0.3574995700677447,0.07793530601716891,0.06509490918198746,0.3853164103062562,0.18135766594808164,0.03052553020099464,0.06203621067086209,0.6625052695146841,147625.72,2.282993E-13,4.0998117E10,3.8770491E10,2.01627174E9
51014,0.30686629456028125,0.09228267154865,-0.055520420987340335,0.436449784999999,0.1607192382824139,0.0438886634866357,0.10786847749885063,0.5335634716423262,147619.52,5.4099125E-10,3.8875722E10,3.6171006E10,2.51634355E9
51015,0.3076309418081351,0.15625915315024252,-0.22348660517611707,0.4901044609858869,0.1840287308245492,0.06963608338050549,0.16478458501280546,0.567500309009747,147617.45,4.0219312E-9,3.9092793E10,3.5775934E10,3.17686298E9
51016,0.3924950122510309,0.11830558224909882,-0.06573666284172308,0.6162069217061548,0.17365466407424607,0.06796317834266229,0.1192366557901419,0.6992492441490415,147617.31,5.490633E-12,3.576882E10,3.28540877E10,2.81453926E9
51017,0.475965835988867,0.08553581870633442,0.3493011558136948,0.5983411918985738,0.18438109389207494,0.04193129665951255,0.06943188835676489,0.5984669222102276,147616.62,4.0996026E-10,3.33444485E10,3.03006556E10,2.98018816E9
51018,0.5817537485732891,0.21164513955441744,0.4981716239403827,0.6859933955090967,0.23962105330852027,0.13536839067333445,0.18048660879184075,0.7831807288064231,147615.62,2.0111728E-13,3.10198825E10,2.81192694E10,2.8531072E9
51604,0.20186882489068392,0.6641374104858352,0.19652232515003698,0.6576322084356359,0.6134984470124074,0.6412558220471491,1.6900122789606784,0.0824044247554511,901992.2,1.5525274E-10,1.14858435E11,9.5411364E10,6.8540124E9
51605,0.1726749506102101,0.6326346348011163,0.26572747211329006,0.6468824041125263,0.6107807359157228,0.6455052741310379,1.5608701314607119,0.07186674963390985,1049269.0,1.0980864E-10,1.93448411E11,1.70655842E11,1.15170478E10
51606,0.1749395491048853,0.6043899945835733,0.33922818375491615,0.6260898000316654,0.5911197182572305,0.5927843721208905,1.3514770685325381,0.09165644557949386,1048741.4,3.9748322E-8,3.03589622E11,2.76715995E11,1.62787338E10
51607,0.19071834117903275,0.5771553811077224,0.24532521397034823,0.608162033067957,0.5873785795067107,0.5698945602380701,1.4080075171212438,0.06878268785684633,1047678.94,1.01342124E-7,3.34484439E11,3.04248717E11,2.03945738E10
51608,0.1844892038979007,0.5492932200531392,0.2786477817821801,0.5865228446210689,0.5614373061741174,0.5068213552545652,1.2474862048247166,0.015375947896884817,1047175.75,1.587291E-4,3.37417601E11,3.06010784E11,2.22276444E10
51609,0.19659725993199417,0.5062472199858514,0.3214207535213067,0.5515175678621487,0.5220951097267352,0.4136242556045331,1.0036047809011792,0.08519947870179316,897207.1,2.505689E-8,3.45695224E11,3.13612927E11,2.36356362E10
51610,0.19923679424676055,0.4708563517544724,0.30846035837666785,0.5186207836126849,0.4855306321320316,0.3682631933956231,0.8821175094151333,0.045849747051820725,1044281.9,2.9036614E-6,3.27572455E11,2.97693643E11,2.193459E10
51611,0.1616177322312461,0.42092092059876196,0.30292769069369585,0.47049075131554796,0.44001480222081746,0.30675643308736467,0.722391369890916,0.07936812617145547,895817.44,2.7520658E-8,3.07005555E11,2.78001811E11,2.16553267E10
51612,0.15128931221791198,0.3493193569187929,0.22044640847281238,0.41298945420677435,0.37948809062259875,0.2004228552054437,0.5356411798171637,0.060323661402572296,1032753.5,1.8714945E-5,2.91342451E11,2.63361069E11,2.12551721E10
51613,0.24039522582484807,0.2586684541355533,0.25920375161768294,0.3599919502129776,0.3185880865670547,0.15324775562340348,0.36053260355128525,0.10057041099564694,700940.0,2.435285E-6,2.65064055E11,2.39851799E11,1.92542904E10
51614,0.28137667612276096,0.12222568424669,0.13257481024352225,0.2520443621956915,0.21628693673096108,0.06238599934729948,0.1468828420887977,0.5866844236423981,795318.44,7.005951E-7,2.48720736E11,2.26307834E11,1.77641841E10
51615,0.3107567561580342,0.10578170704377299,0.10960674435395024,0.2696424196295236,0.20362002042917876,0.05039879030808643,0.12304455604893264,0.7777430352989732,771727.8,2.272293E-9,2.41755177E11,2.19997553E11,1.7861847E10
51616,0.2984699116175483,0.15533873260182118,0.1730345003754188,0.3515710316405969,0.21054614332937516,0.06299839081388642,0.1689863839357193,0.6827587502863087,619709.25,6.1694045E-9,2.0742049E11,1.89070377E11,1.5109506E10
51617,0.3944381400165886,0.05020600764681726,0.15064339650408543,0.4130596032378503,0.18488196797440298,0.02508501047850177,0.0579134507208786,0.8244986730132344,600696.8,1.9074506E-8,1.68696529E11,1.56046623E11,1.02292695E10
51618,0.36827322940287144,0.08332609144404035,-0.17614252151453047,0.3902260306411678,0.16753193624250182,0.034646115857100764,0.08818607296234528,0.8979322967927089,598832.3,1.3773153E-7,1.50232744E11,1.39012424E11,9.1273042E9
51619,0.37406476337178995,0.17527589360333562,-0.3376262777992054,0.42094744743917534,0.1769739889539587,0.07171428680364111,0.20003872654070304,0.9430012211352405,598746.0,1.7290091E-8,1.46331075E11,1.34877479E11,9.7093816E9
51620,0.35402641995224815,0.07158079694296182,0.14760634825641694,0.4657657690421607,0.18634433186658392,0.03596710962538841,0.08917611367352621,0.9051218211738931,446370.94,4.7030998E-8,1.26582145E11,1.15884884E11,9.5232276E9
51621,0.25470770286838385,-0.042339777019801295,0.2515478801414207,0.5018672241864965,0.1872606577537552,-0.014778991722884483,0.041295596427888624,0.966868177426031,147911.78,3.2647715E-10,1.16609294E11,1.05553609E11,1.03085189E10
51622,0.2864437258954997,0.11460472590112136,0.37999593291022915,0.47262818259928185,0.205664051399334,0.06374986022397991,0.15696057239221853,0.8961554477597687,298639.84,3.474799E-11,1.06913759E11,9.625242E10,1.01868841E10
51623,0.42661630080104085,0.11873107715477282,0.33047165366233155,0.6285569571463355,0.22033935598349277,0.056703316051669846,0.15556334784561557,0.8152121804589969,147744.28,2.159018E-12,8.6108955E10,7.7042893E10,8.818473E9
53693,0.26926343984506196,0.2989430760603362,-0.2700576829684178,0.2186238252707109,0.2261768391262,0.15316183353938345,0.29836180757070857,0.5375451772026774,147649.53,1.4360702E-10,5.3070756E9,4.9141765E9,3.36704768E8
53694,0.2354927507587239,0.2315673602496876,-0.016595397687391156,0.2492342045709297,0.20872950020496148,0.19736237740232676,0.30793049652132937,0.5848354601145498,147643.3,5.369755E-11,5.7357476E9,5.2171469E9,4.63669632E8
53695,0.28766115763228983,0.3365984462631151,-0.051017595154642326,0.40206013588987877,0.26868430674431315,0.2844582860909996,0.43579072434931904,0.8807728071073012,147643.19,3.5803996E-13,5.7016335E9,5.4134712E9,2.33758688E8
54259,0.11320044818691632,0.23783229028475894,0.2862006089066651,0.40838808729198195,0.33722952841080545,0.24422905101793535,0.4360515861903789,0.025247986519697233,148224.98,2.9601336E-8,9.9081667E10,9.1293401E10,5.3805251E9
54260,0.21275356428450887,0.4469598388432353,0.2055374625279902,0.405986286507765,0.4189258362492923,0.3671867801115535,0.8047585562953375,0.07478880004964113,148220.92,9.5384194E-11,1.37810428E11,1.28572072E11,7.090345E9
54261,0.21213037494380582,0.5005304159209292,0.1874679550126992,0.46210188570858923,0.4592684309066618,0.4210283344646163,0.9668930518184751,0.0627531322266956,148149.28,4.7235336E-9,1.39981013E11,1.31360604E11,6.6717588E9
54262,0.22145752410272046,0.5073908144926714,0.17977596506642646,0.4819434317398893,0.4672653379996366,0.4401506392348984,0.9980656738101539,0.0817090620190227,148101.5,2.2825287E-11,1.3004913E11,1.21594044E11,6.6754355E9
54263,0.2409359686423057,0.46670953043536745,0.2145019031048655,0.46998780449183364,0.45172691693636857,0.39879602167735123,0.8770628985369605,0.14133084225727355,148094.78,5.9388566E-12,1.24028756E11,1.16302987E11,6.1213102E9
249257,0.41252145346123026,0.20142780715605324,0.3738661121571788,0.6422240634830804,0.22072149913053582,0.102963316876973,0.1942854151181368,0.8391722867882989,298606.06,1.8685995E-9,5.9257696E10,5.5106638E10,3.81797453E9
249258,0.43573970758826475,0.14270333514824896,0.267035850856732,0.6486982115529625,0.22363235220105035,0.09328791860707968,0.16895904782021923,0.9171433668633789,298599.97,1.0373188E-10,5.760974E10,5.2754383E10,4.5803474E9
249259,0.5286364188681502,0.31117489556222466,0.21850049915949965,0.7349742172982491,0.25420343292777386,0.12070989496662499,0.32176242938368466,0.9428698409495926,151022.38,1.1904177E-13,6.0105064E10,5.4733382E10,5.1319153E9
249260,0.4989430318030784,0.4974366485431556,-0.561307347444645,0.5173734371657922,0.2567740610041664,0.25435517668818364,0.6193580525591909,0.8022779822298933,151022.23,3.5098179E-12,6.1689717E10,5.6546353E10,4.9992658E9
249261,0.4882300277108561,0.5925916405194799,-1.376210002581168,0.5703231018658952,0.26349011831019714,0.2641564759932257,0.736766930210423,0.7339855598494723,151021.89,1.1186586E-11,4.7628251E10,4.3644678E10,3.91994138E9
250192,0.18790723863374892,0.6284783824643683,0.34330549514216835,0.6049136933116122,0.556827330396016,0.5890562297152201,1.3251106538475348,0.043199532685112736,147853.16,2.4756663E-10,1.18705062E11,1.15526173E11,2.09969805E9
183787,0.47086197206814406,0.08398598171486082,0.2978910103566287,0.3841626336533567,0.23049107004974115,0.04283637719120268,0.08844982486983176,0.6593923113999598,150721.22,4.780388E-14,1.31791249E11,1.19510835E11,1.19178639E10
183788,0.463101645472639,0.2711466861367686,-0.1773696747264848,0.3118781317701147,0.24858184743798162,0.10378579640721959,0.3261577001290167,0.7566533754429611,150721.2,3.0527127E-13,1.13060061E11,1.01176287E11,1.15935078E10
183789,0.4975164435351995,0.11254642904871537,-0.06521417866738632,0.4835616325324539,0.18130395838113714,0.05487340572111576,0.13636833384363714,0.9221081301504996,150721.2,1.5325508E-13,9.2974096E10,8.2975056E10,9.7745183E9
183790,0.5132919171763233,0.16079223227940198,0.0692503347595782,0.4636840362424651,0.18899678564982192,0.07648087227951705,0.1645631188594504,0.9304656049955405,150721.2,3.2369856E-13,7.4755645E10,6.7499332E10,7.0651628E9
183791,0.5315859302503192,0.08800328372154786,-0.5097833696994158,0.4730065867479931,0.17958069781908736,0.035861110950189526,0.11208121884884337,0.8915449088017924,150721.17,3.587106E-11,6.7153117E10,6.1561119E10,5.4290176E9
183792,0.5430186921161507,0.08193085261014288,-0.22435851430003462,0.574331622670273,0.14889101175803732,0.045603446373814416,0.07948975515840272,0.9342090270086528,150721.17,2.0823785E-13,6.1488251E10,5.6505151E10,4.8477164E9
183793,0.5325193345708723,-0.032989553465893495,0.5105325400179112,0.6334935281275971,0.20225193802249064,-0.018038512437124097,0.038945289389054845,0.815315821080658,150721.14,5.143981E-12,5.8436866E10,5.4157738E10,4.16308787E9
183794,0.5507562572268727,0.04774080259522062,-0.5379504535426352,0.6910206071451825,0.11934813982142486,0.035925555721462214,0.05809012691355128,0.8520631701064995,150721.14,1.458306E-12,5.1676422E10,4.8690942E10,2.90192384E9
183795,0.5579016890504503,0.0816756117981069,0.1400151890145528,0.6847364885416964,0.15277850377742788,0.05460093400797378,0.08698113258074865,0.8953856098234907,150721.14,2.2183267E-13,4.8385044E10,4.5756985E10,2.5650624E9
184699,0.22379811642913305,0.6214585885707533,0.39250392000667134,0.5914889144615989,0.5498559554708423,0.5139675630888116,1.1958955635787678,0.01373937296792934,147927.95,9.859215E-12,6.9328462E10,6.4182415E10,4.6521815E9
184700,0.22316518392305973,0.6178709081507384,0.37042345899560647,0.5958968991901097,0.5191967452199163,0.4902510688219762,1.114381482775368,0.2018484790212365,147918.08,2.2927188E-11,6.2067724E10,5.7559491E10,4.05323802E9
184701,0.2089213451214792,0.5734903802862144,0.4216750939971038,0.5755377596704094,0.5027072834801823,0.4847995366547757,0.9868115431589926,0.25569810398924775,147912.34,7.6965535E-12,5.5318774E10,5.1291644E10,3.60786688E9
184702,0.20939910994443556,0.5780611206242027,0.4252306115897161,0.5671476987307876,0.4960872885148456,0.45915882547498343,0.9499067316009661,0.24307452823369838,147910.38,1.589333E-12,5.678884E10,5.2785893E10,3.60934246E9
184703,0.2159282116250243,0.5601790677985715,0.43211545397333906,0.5362808121817115,0.49427734394061545,0.4112190170948523,0.9143151004347179,0.15236810881008156,147909.94,3.5319287E-13,4.6861926E10,4.2910274E10,3.5982633E9
184704,0.19789889294304885,0.50063817468016,0.47395334658484334,0.5213827820348369,0.4629323652194809,0.37389021693732094,0.7117298978240927,0.3512607935738927,147907.95,1.8039763E-13,4.5271142E10,4.1156682E10,3.81914342E9
184705,0.24600145114860927,0.5139529731986663,0.3968179886220976,0.5261132035767364,0.4437489529125593,0.36550348425295554,0.7143699002746016,0.36621894756533424,147907.83,5.79761E-13,5.4459372E10,4.9233871E10,4.9751127E9
184706,0.2303675938542855,0.49490166897896404,0.42569853940588687,0.43894487097369506,0.46070502102796645,0.3709481579208197,0.7134139625135012,0.24332037384168434,147907.61,4.0402222E-13,5.3313384E10,4.8032895E10,5.0729651E9
184707,0.22089779840504709,0.388166236359513,0.20760308419420692,0.40670759534441936,0.3606138798194396,0.2525627459488055,0.496833124281969,0.3870812348765712,147907.52,2.3358026E-11,5.3847175E10,4.839646E10,5.2857155E9
184708,0.27134252916992796,0.2523695240208701,0.24459041519013314,0.40028314512172447,0.2655031788713582,0.15899445710531368,0.31229775774354784,0.762986108989633,147906.75,1.0242531E-12,5.2872806E10,4.785111E10,4.8930703E9
184709,0.38430986910807263,0.43565292073501793,0.3688441417470354,0.43337756584410836,0.31818906278758163,0.25234963779579767,0.44828622967594284,0.8054294686954935,147906.36,3.1749988E-11,4.8586015E10,4.3874931E10,4.6271749E9
185614,0.36766639485352703,0.3666001068404685,0.4405972450900959,0.5197617168053972,0.3923978184520882,0.2633471466726576,0.5303041894842648,0.05199053314697949,147656.08,5.044757E-11,6.4240751E10,6.2383985E10,1.17662131E9
185615,0.38332024999859604,0.29673718717807984,0.3976139840128987,0.5185621358822066,0.34578382324765916,0.20046107897893664,0.40300360910728794,0.1424497954403573,147640.48,5.4119376E-10,6.3635853E10,6.1362373E10,1.65662349E9
185616,0.40062962225463217,0.26884404270875406,0.38811112396990755,0.500410273136445,0.322679054608124,0.17855207751697233,0.35986865512967664,0.14303678593105087,147640.34,9.0859693E-13,6.9466317E10,6.6979439E10,1.90210381E9
185617,0.40895304153197787,0.260736839636002,0.36074245059228116,0.48996885331989715,0.2937877516603748,0.16138517273416672,0.32549165789143847,0.2719000695012754,147639.61,4.3173E-13,7.0285885E10,6.731271E10,2.42569088E9
185618,0.4087118346218551,0.1972829849706602,0.2995316816011193,0.45420350037025503,0.2582619435011995,0.12202132758011873,0.23998455755215853,0.1907772711326683,147637.45,3.3255106E-14,6.201847E10,5.9315499E10,2.19135898E9
185619,0.43521934685852814,0.21636485439095754,0.3090136279147697,0.474281137450807,0.2834057452204777,0.14366235054017998,0.28796444486257994,0.37902229489077915,147637.05,5.4485957E-13,6.0235366E10,5.7283183E10,2.50558234E9
185620,0.43215741795583196,0.15344016595591736,0.3559002526341106,0.46851733024760234,0.2581281282075025,0.09460385844743287,0.1951618965848773,0.4331156873001851,147634.97,3.3206417E-11,5.7429123E10,5.4387999E10,2.63369498E9
185621,0.4410672979383482,0.11641475927197387,0.34830886311140996,0.4952410256578935,0.23079163029749294,0.07082718043268735,0.14201580972902278,0.4102449384298064,147634.77,7.0260074E-12,5.7752551E10,5.4529786E10,2.85157888E9
185622,0.4200383960305125,0.07358262340947219,0.3842022691998185,0.5335335621008148,0.21037174306136652,0.03132189325314787,0.08502803013538611,0.6144440429528771,147634.67,4.469233E-12,5.8283229E10,5.4697026E10,3.2638592E9
185623,0.4524799343859719,0.05092489069443906,0.34271077561896224,0.5118152514388692,0.20416943065579446,0.028824261844403138,0.0608391290863339,0.5646005811187532,147632.75,4.8206595E-11,5.7780781E10,5.3852348E10,3.66393574E9
185624,0.46480729802191256,0.029544993865532,0.2682452631571447,0.5462376651142867,0.18738018689926056,0.01386739370674775,0.030966066505859716,0.7227439335614105,147631.23,1.3335506E-10,5.1549417E10,4.7977148E10,3.36188544E9
185625,0.49762797602465103,0.09907858553373594,0.15743908918486071,0.5189644382770976,0.17190230261757186,0.056956676786920644,0.09471740923248247,0.6967450805209796,147631.12,4.4472846E-11,4.6522192E10,4.2739401E10,3.61718784E9
185626,0.5211477791323507,0.17164157233000188,-0.5281201242964393,0.5004337997987518,0.1723841002923363,0.09030647003137132,0.1966687657127751,0.7462887753827019,147628.58,2.8312077E-12,4.4711092E10,4.0634364E10,3.95203123E9
185627,0.49418133963023003,0.1402860129255601,-0.8002821387738548,0.5108579948599448,0.18030907108941002,0.07963125815633058,0.1848559889698319,0.6622825294810791,147628.39,5.3941498E-14,4.4843364E10,4.0473186E10,4.26911411E9
185628,0.5368327181688878,0.2034724839909401,-0.7112085221847544,0.5997587796269135,0.18393036746294886,0.11107829005561981,0.25528844730480243,0.818615136574332,147628.1,6.414003E-11,4.7004684E10,4.2561249E10,4.3796306E9
186493,0.2690788433273632,0.5252702606321734,0.43116510156871746,0.5588989449165369,0.4310417942229373,0.3556622883045596,0.696664015180044,0.09614808359939704,147662.67,9.9829596E-11,1.78457805E10,1.52442491E10,2.48604288E9
186494,0.27317242435607814,0.46825925853477746,0.42444319956269616,0.5508981038626816,0.39890550774442834,0.30740346508466077,0.5729120397362827,0.3040150374530642,147640.45,3.4358492E-13,2.54197002E10,2.21992325E10,3.12160128E9
186495,0.30600431697304475,0.46098085328611993,0.47082617376742397,0.5587607015362309,0.3751549222688324,0.29058159938451666,0.5253119791081564,0.4171516514406185,147637.62,1.104468E-11,2.84809585E10,2.47926579E10,3.59572762E9
186496,0.3226244781462173,0.4593642235717408,0.49206983488759404,0.5806308096984797,0.38005624355388473,0.3012477082460584,0.5015813751509113,0.5366298805326368,147635.28,2.6284708E-12,2.76033823E10,2.36716646E10,3.85122765E9
186497,0.2917976125919338,0.3642967772181773,0.529355081541149,0.5678644769890547,0.39568962017227005,0.3218129183794539,0.5456992405137842,0.5965020174613311,147634.72,4.033737E-13,2.54435738E10,2.13545513E10,4.01599232E9
186498,0.42446270252366114,0.37436939563675853,0.4881913774662394,0.5657856051035808,0.3014612060209421,0.12345737340062252,0.38489200697994513,0.7774805931489661,147633.72,5.2484374E-14,2.78548173E10,2.32063058E10,4.5976663E9
186851,0.35747648872609117,0.04150953183354711,-0.0386292716720853,0.5303168316493845,0.15307154183061658,0.018861166918434317,0.046903098222094076,0.7517771173727206,147725.73,3.8013494E-14,8.8404435E10,8.3058672E10,5.0130601E9
186852,0.413953107897608,-0.010313188649043958,0.30811021416852824,0.5890788630540742,0.16973815607221118,-0.0038489732961492066,0.0061061321649336945,0.7871243462342813,147725.16,1.8456469E-11,8.8697405E10,8.4214809E10,4.19182515E9
186853,0.4164265237781628,0.007969468757901388,0.2448884399526282,0.5864927156050208,0.1575725217451425,0.004150091944924851,0.00791981879104253,0.726061480778316,147724.75,1.1571307E-12,8.5611414E10,8.1128153E10,4.22992307E9
186854,0.3913672389568559,0.041707274876580436,0.3136376677355298,0.5986689015141737,0.19181588162341476,0.023792361067636006,0.049512665212457646,0.7507450199631617,147724.61,1.01799706E-13,8.5807587E10,8.13172E10,4.26617933E9
186855,0.40402791960698514,0.14932838041600216,0.3443672330913333,0.6409404883782359,0.20910963848412764,0.09275104239619252,0.1536554883162532,0.8119093561777999,147722.52,1.693909E-12,8.4511031E10,8.0265282E10,4.06329395E9
186856,0.5273820070787947,0.13145705505007865,-0.4142184103790767,0.6266152181235587,0.1492705697744379,0.051061758132380924,0.11935185675478371,0.7487519235776862,147720.3,3.6894454E-13,7.7955523E10,7.4140443E10,3.67748941E9
186857,0.5457234708890607,0.33620148855822685,0.5416382920831742,0.6326443695953176,0.2711101587542817,0.1675500654220365,0.3934765638456327,0.5043228032221675,147709.03,7.890143E-12,7.0225281E10,6.595661E10,4.16721946E9
186858,0.3191964969767095,0.24698347130279197,0.19221083300361064,0.6082337678071859,0.24196898541615963,0.1753357470874913,0.2954189256308631,0.49730644620762493,147707.75,1.86129E-10,5.5032115E10,5.1193475E10,3.77713766E9
186859,0.33987443437154596,0.29717162303360833,-0.27285946673283545,0.569397773565804,0.22481095050190097,0.17587181570038374,0.3331969185212253,0.7156339992106263,147690.05,6.7938943E-13,4.3383185E10,4.0714346E10,2.61587942E9
186860,0.33702638077165525,0.09146069365242437,-0.08497111095174903,0.6262593222027701,0.21245610660449127,0.06338046095230036,0.11094831229452619,0.7501860623391295,147686.64,7.0328424E-11,3.7416133E10,3.5435393E10,1.93378483E9
