GalID Sim logLCII logLNII_205 logLNII_122 logLOI_145 logLOIII_88 logLNIII_57
1523.0 Ref100 7.091533746654607 6.10549380886909 5.804545713583911 5.260488203713536 5.444003017237404 4.877166149462714
2706.0 Ref100 7.032352718467031 6.062174795603788 5.747970861281508 5.003861216309751 5.597562998841625 5.026261839765302
7691.0 Ref100 6.762709932666168 4.7667008256995 4.52154387835188 5.482853754419857 3.962873357717588 3.3620618738501085
94.0 Ref100 7.451934427277502 6.455562513084317 6.179442691254549 6.038333570267385 5.59591223249454 5.015480644579657
5987.0 Ref100 6.759335656077053 5.229425805978894 4.950874837901196 4.293377832879018 4.446051253324496 3.834790306712339
1154.0 Ref100 7.209165086157169 6.289816233152484 6.021348077778688 5.2662834203787785 5.529656188538651 4.980171131276806
9.0 Ref100 8.616730492424619 7.748725979045519 7.5039361935965045 6.45886089444 6.79619519523737 6.2335600223746015
3578.0 Ref100 6.949765452135103 5.58746378705349 5.318905248719269 4.64371133404904 4.665102586343499 4.060770264365552
3169.0 Ref100 7.229700621259278 5.439012081947769 5.167361085751205 5.7222487683947225 4.6641995797449525 4.063055016848775
2673.0 Ref100 6.94413935521489 5.356421935553534 5.0657656661292725 4.9983183667046225 4.724421753420436 4.123752743739858
18.0 Ref100 8.418793820434411 7.530078857115048 7.2613084360572 6.370610370492238 6.6817348411035 6.109029631217893
3090.0 Ref100 6.725082029346934 5.075866493634725 4.787863970507662 4.727036629204561 4.430305356651651 3.826207936457211
3397.0 Ref100 6.864984282976517 5.298454047101502 5.02022236208774 4.523181602379031 4.54233169628894 3.9332928299462138
22.0 Ref100 8.233521638416683 7.318800809407179 7.063405586634694 6.1430137348556935 6.3368502312306045 5.760545648534153
4387.0 Ref100 6.750916080416801 4.993227856157104 4.70409620548954 4.605930076453685 4.443120311304333 3.8430020917821746
2416.0 Ref100 7.156347331561773 5.644285430061134 5.382892266984645 4.585084705706181 4.929532429380545 4.328973797521101
1749.0 Ref100 7.1022634337059465 4.575638822938606 4.337820446953992 6.036121770496568 4.010505302815251 3.3962169333303804
2662.0 Ref100 7.094814042424244 5.9833816817349925 5.732316260502094 5.123688914126345 4.900742428014039 4.338100384185915
1641.0 Ref100 7.063885687079975 5.823151468843578 5.575017976209568 5.153743783345114 5.061996722398836 4.485574040847058
3883.0 Ref100 6.629441919206919 4.884415007964538 4.592994179843053 4.769261037910573 4.43563881171081 3.842922242968218
2836.0 Ref100 7.043490595712306 5.718817573860153 5.424876323943896 4.479615581175381 5.041461020189439 4.451205696546083
2291.0 Ref100 7.227570440898109 5.936432304823449 5.6883131635221424 5.286044155252477 5.178583290412447 4.608995560433186
2758.0 Ref100 7.269107258055475 5.9841312689281425 5.764204874893167 4.975419648763871 4.936976558402838 4.3408556402272644
896.0 Ref100 7.292904118754848 6.255457164584142 5.949397007627588 5.284334535234354 5.814720903588541 5.248084095861291
2351.0 Ref100 7.03586995918394 5.749119373449872 5.437146795726225 4.988014022943406 5.125460291646863 4.549073169629052
3321.0 Ref100 6.73090191219814 5.354985567304758 5.026717684503315 4.499740605842277 4.93441499238505 4.356095910395762
3637.0 Ref100 7.0619024736410685 5.710209538187102 5.428400200665969 4.649101786097466 4.9800890175274 4.391180570152867
1230.0 Ref100 7.208196482487331 6.107035490383903 5.796259638329563 5.2875824714712145 5.7525698910335645 5.179226929814275
3160.0 Ref100 7.110348749956822 5.54981042987436 5.296136975830871 4.866288787719571 4.635590434283683 4.026190378941767
3248.0 Ref100 7.136754882516918 5.78360933317866 5.557833066380809 4.867631757686219 4.770489572154829 4.16277796945741
1823.0 Ref100 7.259186257686758 5.780506430103688 5.508393293024219 5.226620818033318 4.860807147123911 4.25609410437779
957.0 Ref100 7.413726128035358 6.462782146625809 6.183677864595856 5.326801569770864 5.9022941889280744 5.343436359037632
836.0 Ref100 7.360482746394533 6.309804126443626 6.049649050440356 5.519403488011778 5.559003733848014 4.982600028189035
6630.0 Ref100 6.4358354960063435 4.72195545440216 4.492604472646422 5.11626006433254 4.011616489665482 3.3995575586753195
647.0 Ref100 7.186122446184039 5.889599101546821 5.6063438485501065 5.010932912238357 5.211360791769543 4.615701604106932
1522.0 Ref100 7.115694999401931 5.910553958192767 5.5954759824630385 4.905951405974964 5.2727604430511255 4.704263220577062
1674.0 Ref100 8.311614977053082 7.331211647143754 7.449812792716463 6.8590421604823 4.905497838276079 4.350989739096742
219.0 Ref100 7.552352681591314 6.612494919509814 6.492229105168485 5.826952737169219 5.704646996510182 5.142826300804667
8962.0 Ref100 6.700219849608651 5.178247140289448 4.935025098733716 4.576465287874822 4.239761735943857 3.6278044051826743
1842.0 Ref100 7.0538798501512 6.097482066883239 5.7937820501083594 4.723068361820792 5.354578280894265 4.7862954299065805
4981.0 Ref100 6.700494185353111 5.328520849720204 5.05997629115603 4.798755901949276 4.524235108275085 3.91529769443293
3039.0 Ref100 6.922973622804235 5.712180268490491 5.430378456800025 5.614682836413898 4.816129510864538 4.211447134058187
2014.0 Ref100 7.288900403448615 5.765821682025446 5.476341606910071 5.21166835312312 4.9457862180302055 4.361449042189901
354.0 Ref100 7.379687845551797 6.072554487088884 5.783669755529281 5.657197063740738 5.2543869811883415 4.6719646462622135
1149.0 Ref100 7.254078874883064 6.0433541457381645 5.776155887170986 5.702778319811647 5.211125865730849 4.6081079981313735
1340.0 Ref100 7.046731499363323 5.881204055341882 5.596030470313651 4.96447225191521 5.174106090648592 4.585338546582407
19.0 Ref100 7.938652135566066 7.0586995385377245 6.773333324857425 5.611399360384567 6.212578120255014 5.649372012819682
696.0 Ref100 6.888574422451088 5.810468108318785 5.485936414517032 4.48700199130462 5.326670670158386 4.748268827271821
335.0 Ref100 7.325193886193957 6.29117969101529 6.031513972784206 4.994627342987626 5.446885799144503 4.861619716151568
5308.0 Ref100 6.728968263824973 4.614389384013108 4.355634467484487 4.885604547353252 4.016736244278231 3.4008020657881888
630.0 Ref100 7.432896194784993 6.264939890581079 5.934816677917656 5.869493733638095 5.693135733204579 5.126817639018044
979.0 Ref100 6.8634453439978085 5.972452531164823 5.612530294960265 4.64656804311558 5.605638337683539 5.050843474008193
5908.0 Ref100 6.867639956524433 5.507978809733222 5.217931476660414 4.244985253739107 4.753131282167239 4.157234021989922
2766.0 Ref100 6.732639634777986 5.469946712427271 5.1774666925407296 4.533594530836584 4.830140935449951 4.229278309066539
4053.0 Ref100 6.890675642593513 5.45225735815422 5.154303670557254 4.278423390211752 4.777799614814787 4.179807023649482
41.0 Ref100 8.758765140795967 7.9074430422291675 7.6513698739668605 6.562025522092497 7.11990400788278 6.566580251570549
8929.0 Ref100 6.752321089550685 5.57700017496378 5.351636286567271 4.722645466474405 4.4531501273087315 3.8426830823213196
8.0 Ref100 8.599334777668119 7.7365320230832415 7.470066964881622 6.409707117473001 6.872098379953195 6.313943293567338
9061.0 Ref100 6.63362748056728 5.048938478507279 4.7858539809062 5.0337619461910865 4.134469843147152 3.5300535328101357
2759.0 Ref100 6.9141606160171865 5.718119796883476 5.459729691708994 4.6046309600765625 4.845843016580792 4.245010144547218
12.0 Ref100 8.448179595990577 7.604488499361468 7.334636033080327 6.187671964103499 6.880462936299193 6.328491402055184
3211.0 Ref100 6.857651611534082 5.627157707080966 5.333179647612486 4.335814415933651 4.855044158015438 4.263794304828323
1185.0 Ref100 6.899056788425397 5.805859368627869 5.517393270919695 4.841964162965876 5.10152310749505 4.5171080526966
1728.0 Ref100 7.098991580302093 6.068261265198733 5.988353768540441 5.272110211204955 4.632739972350704 4.054484215233773
6345.0 Ref100 6.411433262997396 5.08068980958271 4.848032533300728 4.582820124287764 4.076122023041783 3.4700626994173263
2435.0 Ref100 7.302316882004381 6.1701669094705345 5.917965084763377 5.4292186054489076 5.36972730936695 4.794546385526933
3302.0 Ref100 6.712229732603894 5.156434972594967 4.862297850750427 4.389935802803619 4.53119560330924 3.925240468543582
12349.0 Ref100 6.777267283876075 5.274118168590947 5.013443957622082 4.361191892341902 4.469485150580994 3.86063820270609
600.0 Ref100 7.560045032319209 6.6874042025120914 6.3839034453804056 5.531459489264838 5.962094789444095 5.413647142432299
858.0 Ref100 7.100242517904121 5.751483088797209 5.479459168063714 5.613143982395899 4.925712043965786 4.339669800282461
2470.0 Ref100 7.117196379070023 5.792990602547301 5.507770830898177 4.635145208473737 5.091483286455755 4.497932640023682
11298.0 Ref100 6.55580686685351 4.859407108946053 4.6669442437780795 4.965060433628824 3.8492378976803487 3.240163333416425
5583.0 Ref100 6.781637141567379 5.195347122678224 4.926339553564236 4.371150076436266 4.466337949966932 3.858970283188029
3334.0 Ref100 6.585492419132349 5.434360284074831 5.122538938515608 4.667098973096227 4.85765560793142 4.308169054059548
6955.0 Ref100 6.759445305351339 5.566594420647844 5.3201317620581845 4.5569388806359425 4.638416201815423 4.032824073705496
2438.0 Ref100 6.788253735103168 5.199759765078833 4.877452595061057 4.768509714721105 4.746915076995629 4.174479011278643
818.0 Ref100 7.168160972961918 6.061829114135312 5.775743590321481 4.698039113940054 5.013831461359134 4.427577177903557
2567.0 Ref100 6.82277899763433 5.833972037609004 5.571077218186426 4.771585246857495 5.101476280719373 4.518011244005951
3259.0 Ref100 6.995772511048024 5.528953843353344 5.216741264266226 4.607547750618327 4.983041560783061 4.388278980392215
1981.0 Ref100 7.096979409970606 5.834633890318612 5.523075372854213 4.8068446443495505 5.329250843877657 4.750730761587079
5319.0 Ref100 6.976127861604806 5.4431989309216045 5.144883359900083 4.94674639038571 4.7496667452749035 4.157548039108198
5469.0 Ref100 7.048016858132617 5.294548247995731 5.063363118642483 5.253798556180292 4.334574725551466 3.732203806556353
3557.0 Ref100 6.972273740005175 5.52040568220886 5.2401238866342865 4.596109658615775 4.765956520566568 4.163631445728069
1613.0 Ref100 7.028183818887507 5.681585513653815 5.33661925114795 4.800817717980006 5.296852333113048 4.720371505784982
1502.0 Ref100 7.452094021520115 6.492905969785983 6.258440557329461 5.2984462520822015 5.567649912389671 4.998797756907841
4585.0 Ref100 6.975270713545346 5.553900601361904 5.264094401276323 4.482476775313659 4.905694070998648 4.305215320350676
2512.0 Ref100 6.926234754580267 5.866867843056247 5.5642998334311065 4.554924558959883 5.16259901510944 4.58212249135975
2098.0 Ref100 7.123166954070709 5.968703899157738 5.647474606836439 4.6404271252766085 5.328332593245018 4.754189369729735
3020.0 Ref100 7.097095721294607 6.096156966102867 5.87452648029989 5.0686514346901825 5.0998004965023265 4.514363169204399
218.0 Ref100 7.2035409215294735 6.155894189902404 5.8653242469043 5.513560734140645 5.342714416956593 4.762721273561735
6156.0 Ref100 6.660962863094999 5.220391750745359 4.979130511313878 4.522081623369059 4.1855683317100025 3.573628263417466
1918.0 Ref100 7.095139743499679 5.593798673732377 5.305155666227083 4.674110374900955 4.804192313241613 4.196593107021352
255.0 Ref100 7.343941676872501 6.272785738852497 6.020821090160343 6.124639671364615 5.533246796860782 4.953050443659826
118.0 Ref100 7.272249391149005 6.325537126119933 6.034937654771021 5.0993551616582415 5.468007534975315 4.888995922355788
6251.0 Ref100 6.886495854673712 5.429057937932145 5.174888175700663 4.550757014930953 4.465843993139918 3.8505035837491652
5449.0 Ref100 6.758511545082732 4.936995737631621 4.637226463974334 4.907830039003836 4.21585170585922 3.619528307579137
1718.0 Ref100 7.301183835391863 5.797713593627908 5.556648807497948 5.072735708999086 4.80892394599025 4.1991447350599405
2751.0 Ref100 6.984161339622196 4.78754641381209 4.520561608875419 5.741081886539286 4.081513002455838 3.475646640948028
5231.0 Ref100 6.417666477681396 5.0676844922492075 4.8124936777188125 4.217121664012638 4.372506197818165 3.7624822651658953
4966.0 Ref100 6.725410393862657 5.435446452565359 5.147541872182912 4.330063936503276 4.618065309363556 4.016860190325155
5007.0 Ref100 7.153296981190856 4.597148825837288 4.386934128152495 5.926423650678153 3.8531616368554324 3.241592434846098
123.0 Ref100 7.533522839716526 6.61133318916521 6.36811413297995 5.496803079995606 5.55709917421693 4.983409229112974
7568.0 Ref100 6.753046254859445 4.905424865198921 4.648769991680722 4.926819817279194 4.102126542224881 3.490774817143799
3077.0 Ref100 7.0001759003225 5.380990845385452 5.065756497183151 4.477768974808053 4.942393851556171 4.359958571217562
685.0 Ref100 7.462100076953856 6.475754699440673 6.227882060984279 5.58517708751503 5.756705580664846 5.190867597478956
709.0 Ref100 7.194360652483084 5.667080321132247 5.367738955390773 5.1642714765936315 5.046799156027797 4.454710048684077
3199.0 Ref100 7.220348806028408 5.705224854344496 5.4443731301824325 4.862875031799336 4.830178714786997 4.222097777901615
2744.0 Ref100 7.073571012514476 6.038391120646021 5.7617129594193655 4.976882658495055 5.328341953899357 4.756484998326787
2439.0 Ref100 7.266232490610312 5.946205310035687 5.668029368635552 5.117816400812802 5.19437690266532 4.597569488091735
1667.0 Ref100 7.208020269332526 5.807756332582877 5.537044170540131 4.943077273871074 4.971698945110807 4.379894913246954
2933.0 Ref100 6.909808852782319 5.068077349734742 4.774291054113494 5.232203257024859 4.507622476802577 3.920567241316336
710.0 Ref100 7.368517994388497 6.433034857505271 6.139593288041387 5.687537421693825 5.662078274279629 5.09974109607126
1781.0 Ref100 7.150362158815158 5.676734874721507 5.364916800699559 5.4054787536404625 5.062760212094962 4.472652031139374
1040.0 Ref100 7.199051224650982 5.945012101607708 5.640928621227691 5.442908363198612 5.404051520317931 4.820915705404471
1475.0 Ref100 7.367823496069985 6.326936683945205 6.043349965412309 5.319494355973498 5.661903529424409 5.095144951582939
2428.0 Ref100 6.950215162020683 5.196957263472201 4.906931182156649 5.544124513726374 4.559274867768431 3.9666783755427666
814.0 Ref100 7.460263923126361 6.491048334277766 6.23889593691128 5.172585304392449 5.670033629934364 5.098633363426922
3146.0 Ref100 6.998672832192929 5.59565114383535 5.3300235409403625 4.505915618848593 4.874450302730741 4.265414622572569
1137.0 Ref100 7.472913103242743 6.454236372990355 6.215677992475913 5.462643249726306 5.642941533496835 5.068653815522089
1992.0 Ref100 7.115721556659837 6.176940468666142 5.867344830243361 4.993531853436162 5.539756993898541 4.980852892782749
1840.0 Ref100 7.1378028103465105 6.155083837912468 5.859734692593194 4.902269124153801 5.451213626954327 4.871121339552726
3745.0 Ref100 6.661157897544801 5.08757290753244 4.846300148064196 5.411689494632193 4.1175266104153 3.5129108424855975
2285.0 Ref100 7.338095323836669 6.327578836035521 6.122935580632232 5.411936708956138 5.480129354424793 4.919335562952021
4650.0 Ref100 6.856014159080277 5.206253245532373 4.981802639413684 5.021580045941692 4.163152401357435 3.5501706694987747
4742.0 Ref100 6.594067374932295 5.3538699679386665 5.0879665580726225 4.69421628229318 4.3107316044849835 3.707545479187129
1744.0 Ref100 7.051721004040974 6.002541314272575 5.754683652079402 4.806118719122816 5.137892615495722 4.546254122498754
2624.0 Ref100 6.96380263757231 5.92417848304362 5.650552340957568 4.7143159431778185 5.043155307686989 4.455231779498429
6053.0 Ref100 7.012056463875582 5.906993461024573 5.68680457761439 4.8250987166983625 4.814551650856427 4.219052622737641
3232.0 Ref100 6.942491015843893 5.6470551916911536 5.354302296088895 4.471442880817651 5.0428488156453115 4.4537897332954435
1202.0 Ref100 7.510675991339477 6.610002069780113 6.3586348447063745 5.210362998141998 5.755104062473948 5.1988094770817765
25.0 Ref100 7.387002459662128 6.445846948188421 6.1899409983387885 5.296306913485314 5.426394437442456 4.845736538832547
2619.0 Ref100 7.234779150197762 6.1330800007526625 5.859411608051733 5.172441747837514 5.418615403988412 4.834595331830083
2877.0 Ref100 6.996121221681803 5.327640758164519 5.0419181423717925 5.214042844299769 4.5885495000556 4.001276083389829
4945.0 Ref100 6.874925962918447 5.068955807964492 4.789578998199927 5.472527235503051 4.425609880538917 3.8162804285844354
2396.0 Ref100 6.9020016209377575 5.6983598221589675 5.429057397447392 4.706604392472036 4.806028053962752 4.206043999723602
4391.0 Ref100 7.0649182054353865 5.307050597460501 5.019958485849763 4.888088553264554 4.637873243594544 4.032641266201652
410.0 Ref100 7.084283457836352 6.062304321322433 5.773050852262365 4.903592635307762 5.2069755015087695 4.61531600143636
8760.0 Ref100 6.438614807099712 4.80212796288051 4.546891262150493 5.16968403715588 3.9279438183490742 3.316954441440562
2806.0 Ref100 6.892289119841331 5.4545348321189415 5.1710238774608035 4.307215795326249 4.75570326913816 4.162253558503267
1453.0 Ref100 6.832360514564608 5.649090641144475 5.33208548167562 5.335187476065206 5.153113594287702 4.573763081818548
2203.0 Ref100 7.066804535191374 5.754239164744513 5.470307602992741 4.427142331526694 5.1584567382343245 4.5656188605933
4303.0 Ref100 6.768448167420476 5.480850346467261 5.1940382184930565 4.418365937367847 4.781230479063571 4.178217644773924
3469.0 Ref100 7.129746850581589 5.402585965111606 5.129472175246714 5.515288370394397 4.593090558533942 3.9827979329290706
444.0 Ref100 6.93741515113011 5.838154977885809 5.588345665133458 5.50486725797372 4.94685650781225 4.363654316214905
2236.0 Ref100 6.77060414559674 5.633478204567284 5.311354932257871 4.598786626284018 5.100794161706427 4.511826539404465
6249.0 Ref100 6.94927375994482 4.676570457715099 4.4288176235444805 5.411854566341854 4.0718950711984405 3.45768058891168
173.0 Ref100 8.127449042269635 7.24699806473008 7.0026063817206134 6.152070300014083 6.452300029349193 5.8966642787597685
1242.0 Ref100 7.164969103473472 6.080354710980977 5.77728405332348 5.342660758614459 5.48918296062292 4.92194475678043
4626.0 Ref100 6.828315788608474 5.35381838062826 5.06558661186905 4.2042948236464 4.814672048581305 4.220628821857452
35.0 Ref100 8.311489327683475 7.4055163934482655 7.196964182776699 6.313377198978469 6.437784307307945 5.868676865823584
3508.0 Ref100 6.902027252562061 5.923056714544308 5.632336301793422 4.596416561153602 5.214687085047711 4.629746623554799
4706.0 Ref100 6.8149795518969745 5.49932652640421 5.224165638697568 4.730290633683069 4.645798095597912 4.043879644079381
3878.0 Ref100 6.819034411835165 5.728172193812297 5.4690225352001915 4.681637710256841 4.7194650240084055 4.1250091174844155
1190.0 Ref100 6.9424444063462 5.78208020009322 5.472804734231344 4.980322961178023 5.064271743322965 4.487899767558602
611.0 Ref100 7.881340633597973 6.9582700810851295 6.6912730896819514 5.873921491233275 6.095624523804696 5.537505163225914
5245.0 Ref100 6.908681165656898 5.642028851190402 5.407326281850812 4.604451260212317 4.635858998632136 4.036687023789488
111.0 Ref100 7.9111884123418745 7.023318438959359 6.71765246777595 5.857492633529517 6.4094481217483645 5.854649644476981
1227.0 Ref100 6.96701136650984 5.899167654610323 5.5849481065108435 4.747437910534705 5.23426228832343 4.6517301650920775
4652.0 Ref100 6.966350435676551 5.722385110580891 5.4920216700545295 4.803013059547097 4.5970175888070415 3.992496443706989
40.0 Ref100 7.981243322348819 7.048649315693017 6.791103929731306 6.149112817937911 6.1918946637575365 5.617953964813844
2498.0 Ref100 7.018092075365882 5.927359770310409 5.704970059058093 4.964011093186847 4.826428427081877 4.242461053988373
66.0 Ref100 7.655817720779103 6.7039868957272795 6.431581729550382 5.829375757492553 5.790693850549985 5.213627579683928
4594.0 Ref100 6.71700679409439 5.364963912530627 5.0927104510038905 4.273785665811922 4.586116660374869 3.9729274383285462
3936.0 Ref100 6.65299629202407 5.563300447928139 5.268666250726069 4.3453738580879975 4.8144751317034 4.241285982097646
4205.0 Ref100 7.040672720067824 5.932405011807717 5.6413255982761585 4.432322806285961 4.943234730233264 4.356397797950148
4915.0 Ref100 6.8783949709562835 5.251131291049306 4.992129061673323 5.421557508501354 4.343917272888605 3.740178636977313
7763.0 Ref100 6.406319332573023 4.627728547621635 4.373305950660001 5.120207547303687 3.8940258246774015 3.282401293611831
1399.0 Ref100 7.247744037767218 6.166431122588768 5.978020009205831 5.257241647115164 5.428207257339854 4.8460884336419054
3541.0 Ref100 6.903798157157748 5.7361110226848595 5.485008603864473 4.669467281011069 4.765507634654028 4.187364769633257
2489.0 Ref100 7.050628880546076 5.725464371302003 5.414595076271057 4.401296663831719 5.047843246150761 4.447692328301293
2668.0 Ref100 6.992903516100944 5.734666029438848 5.430896300167959 4.916579830481924 5.094427134383488 4.506925904864381
375.0 Ref100 7.45571017120618 6.523409563384205 6.236974907557553 5.105608395471951 5.754105176612319 5.188140598912921
3320.0 Ref100 7.315218654266933 5.663732166508242 5.378390530571382 5.406913493072137 4.8554311728922475 4.253758883285106
882.0 Ref100 7.496505465971399 6.445191623198734 6.215217769741148 5.306546866031028 5.589632634935308 5.005951238426347
1819.0 Ref100 7.054504145994241 5.711332100834287 5.400147716431073 4.617667482333382 5.227502325688685 4.642902467433438
1398.0 Ref100 7.277271828345926 6.064608520324575 5.784819224587223 5.299424113664556 5.461340163629575 4.882337328205988
2201.0 Ref100 7.179179758914696 6.049056504771905 5.785832196592943 4.747644393808428 5.203954477430875 4.618607654498821
3222.0 Ref100 7.050310901095752 5.807479351117074 5.490389455431508 4.676247998060226 5.287052058808721 4.699310327292864
383.0 Ref100 7.143895867160528 6.138637933682865 5.798585534534621 5.542900227217527 5.609226744077742 5.049090164981926
2323.0 Ref100 6.992799042869442 5.874488986722938 5.616434334612327 5.204223677864859 4.870016859700301 4.270034727894249
3280.0 Ref100 6.800021836694918 5.350291909702581 5.080885584464187 4.562423341705987 4.417950739911842 3.8155700333682967
2048.0 Ref100 7.210554615099327 5.818392204818678 5.55207253912337 5.350923960132833 5.228700912882186 4.64247336088539
471.0 Ref100 7.336878047533551 6.4176788782222145 6.138422839097943 5.495882489113301 5.607519646845146 5.050653390989589
2456.0 Ref100 7.109807235024372 5.892583074188804 5.583655198053112 5.461403057651521 5.288831595850118 4.707026523431219
580.0 Ref100 7.529131526571763 6.550175861638116 6.321691504798244 5.99352069902903 5.666016123600611 5.103370276329131
926.0 Ref100 7.168814604456922 6.115002812679132 5.839301705930771 5.212002364330137 5.417413971390943 4.836714995852509
1993.0 Ref100 7.053543363361804 5.7141453502202255 5.423640011362376 4.949940757476054 5.142079733569841 4.548233237919324
1997.0 Ref100 7.118729620936552 5.438583753030379 5.196353149185161 5.2393344149561125 4.69897345850455 4.097114729292161
5700.0 Ref100 6.879045680547501 4.887803314523751 4.607371590660239 4.978799733705581 4.138758071791359 3.5314425852094695
3498.0 Ref100 6.897744579802941 5.615577302677052 5.359244150821147 4.86629290607532 4.7007204275803645 4.10150195028892
6976.0 Ref100 6.474344692520556 5.054946992523404 4.774755836441221 4.551962740200534 4.372394721821534 3.782078367226546
4118.0 Ref100 7.087195995205242 5.857066236041284 5.658083836457771 4.904306044662287 4.917885605733662 4.329874405481087
1308.0 Ref100 7.288486807555396 6.287017981032535 6.012025945178218 4.94309862994246 5.625050780742735 5.051220092319049
1158.0 Ref100 7.140501432023337 5.999209722444923 5.656846353108312 5.380109369849944 5.635847523724145 5.062168337245112
1956.0 Ref100 7.295786578749438 6.105996899361884 5.803916636267137 5.090896827088871 5.4744414138447155 4.904293452350236
1049.0 Ref100 7.0385829914388625 5.7872863689053915 5.499481650493586 4.954191665367221 5.199007367968747 4.6087723646028325
3793.0 Ref100 6.788848634597047 5.18082310124802 4.918343548798612 4.663902622378138 4.282512459458619 3.6765100750198094
4164.0 Ref100 6.753715352515837 5.349444731542041 5.075688239263471 4.372242216666839 4.521931390438398 3.914342741515461
2609.0 Ref100 7.365735353994766 4.895104144378812 4.657054264944432 6.253978553770197 4.071134216019942 3.4673326798375723
1880.0 Ref100 7.314137219582601 6.084479584698066 5.827196032490118 5.152691585262344 5.292214561777323 4.706553882293744
563.0 Ref100 7.293025594553102 6.3896032942533365 6.066245532357758 5.182013320365686 5.7738081729877155 5.2187539990278164
3233.0 Ref100 7.074615978165837 6.081880396206416 5.828229248363495 4.898016874809095 5.36259791301322 4.785161948310927
3035.0 Ref100 6.952702078685965 5.82095634522593 5.54728572535973 4.876847999275451 4.838381923477749 4.250065282027564
3904.0 Ref100 7.029959478748376 5.74019591127559 5.484706495280386 4.618706018427734 4.727784741923691 4.137745584841656
3011.0 Ref100 7.112944809443635 5.699881170116778 5.429403727433799 5.150661164920538 4.863170176599846 4.261912288198201
5129.0 Ref100 6.582610858616964 4.742941933558404 4.4612082972747755 4.944285069772213 4.064889592679087 3.4647214251074803
3650.0 Ref100 6.886490793947908 5.556926532654292 5.27375877608296 5.010112295203763 4.8866854269978415 4.286081118433047
1086.0 Ref100 7.196481855015883 6.077536641438894 5.817295279823625 5.088590255830705 5.385438327594647 4.804274317051066
1461.0 Ref100 7.235880133392965 5.947504682201862 5.650482331577699 5.07800263079041 5.257571232571053 4.676042318136079
2071.0 Ref100 7.137706216925895 5.620625702705406 5.3120368128896756 4.83401941129341 5.054712890699983 4.459821391672146
6698.0 Ref100 6.978436188428103 5.7482956499166855 5.533027031218061 4.712836941088215 4.668246712959491 4.055179784292946
