GalID Sim logLCII logLNII_205 logLNII_122 logLOI_145 logLOIII_88 logLNIII_57 frac_LdiffCII frac_LMolCII frac_LPDRCII frac_LdiffNII_205 frac_LMolNII_205 frac_LPDRNII_205 frac_LdiffNII_122 frac_LMolNII_122 frac_LPDRNII_122 frac_LdiffOI_145 frac_LMolOI_145 frac_LPDROI_145 frac_LdiffOIII_88 frac_LMolOIII_88 frac_LPDROIII_88 frac_LdiffNIII_57 frac_LMolNIII_57 frac_LPDRNIII_57
11.0 Ref100 8.450187634229371 7.5256145616261705 7.332794018805233 6.499519055846627 6.394487963631868 5.817649210359375 0.987002716233387 0.00990546392992681 0.0030918198366862728 0.9999963190603157 7.557441594510448e-07 2.925195524831787e-06 0.9999992445660637 4.45207998742248e-07 3.1022593748730607e-07 0.9204456930395319 0.06788592255370686 0.011668384406761073 0.9999999963251491 3.177314120590883e-10 3.357119519306777e-09 0.9999999928222202 1.3904815010627536e-09 5.787298477817435e-09
6.0 Ref100 8.408184353712917 7.495340931392728 7.241338972536405 6.276553499541244 6.476954508915274 5.904120415425211 0.993129758182585 0.0038453358926621804 0.003024905924752824 0.9999951955657519 5.355900374121044e-07 4.268844210711886e-06 0.9999990917477025 2.0789451729536027e-07 7.003577802279861e-07 0.9353641405105333 0.0539674095850742 0.010668449904392549 0.9999999482991668 1.0060185851745217e-10 5.160023123639024e-08 0.9999999353467078 4.987987328872081e-10 6.415449348247119e-08
1.0 Ref100 8.881598281842457 7.998023008500145 7.742776555174997 6.699711844674182 6.9741835146126645 6.4130227940866025 0.9975208660738744 0.0010407897151010898 0.0014383442110245462 0.9999972274864428 5.653714855683894e-07 2.2071420715571637e-06 0.999999277592571 1.0407877286333105e-07 6.183286560590862e-07 0.9619082422615369 0.015794115542636284 0.02229764219582685 0.9999999905769007 3.8277115127510704e-11 9.384822181493024e-09 0.9999999864316408 2.871112628132291e-10 1.3281247888657108e-08
4.0 Ref100 8.486389498348917 7.561499721498752 7.433742679825663 6.794526202400308 6.641563529971638 6.073023254238537 0.990315601994906 0.005257627079043974 0.004426770926050125 0.9999934126296098 2.209235081368387e-06 4.378135308862611e-06 0.9999982433222857 5.678531655450805e-07 1.1888245489283026e-06 0.9425921755656822 0.034648388793777136 0.022759435640540764 0.9999999752269959 2.402017365746171e-10 2.453280225282438e-08 0.9999999648560908 1.929409668022894e-09 3.3214499601911524e-08
7165.0 Ref100 6.421892735076585 4.922430483063327 4.656849446909889 5.101645019101053 4.275201794723876 3.6662452767939766 0.3079069510021695 0.09039407529219488 0.6016989737056356 0.9720436240015272 0.0001324637052989797 0.02782391229317368 0.9727378345077486 1.3659161361965464e-05 0.02724850633088943 0.06431411008764977 0.0012601964056058324 0.9344256935067444 0.9990159348726713 8.362486393089766e-10 0.0009840642910800839 0.998711090682051 3.2947180531718503e-09 0.0012889060232308602
4218.0 Ref100 6.9097527679986435 5.473485157441624 5.225584894137033 4.765516417527379 4.484329531191637 3.869753068480367 0.4038303845228567 0.2156049395886079 0.3805646758885354 0.9932031081586321 0.0002530236253009585 0.006543868216066962 0.9992808444139436 2.8089959747387115e-05 0.0006910656263090253 0.712503883947089 0.1683073026241701 0.1191888134287409 0.9999129919516392 4.800980055861773e-09 8.700324738084174e-05 0.9998826782201313 1.4227416668889722e-08 0.00011730755245203427
114.0 Ref100 7.3128993695140405 6.323854837410285 6.036992571343002 5.708932711355773 5.5350868370202475 4.963773671365811 0.7772563074733413 0.07323965149069062 0.1495040410359679 0.9992312481093698 0.00011911454461894101 0.0006496373460112921 0.9996552480278428 9.248426288283476e-06 0.0003355035458687679 0.14492620537527512 0.2871482921662819 0.567925502458443 0.9999921330744954 1.9279763910256854e-09 7.864997528103974e-06 0.9999901181389423 1.1406166940889784e-08 9.870454890798554e-06
16957.0 Ref100 6.786234163739494 4.756247658161439 4.539601741354448 5.20198438642167 3.810400935813723 3.2035042303316033 0.10862681519701131 0.15127782792272906 0.7400953568802596 0.9671992881222681 0.00028234012257370277 0.03251837175515811 0.9828938398806037 7.099995408722313e-05 0.01703516016530914 0.07368089030909507 0.17700594496231065 0.7493131647285943 0.9983391422473411 2.2395244322197947e-08 0.0016608353574146463 0.9978011540101617 5.399227098252828e-08 0.0021987919975674083
2754.0 Ref100 6.3732296390686765 4.677054129434367 4.449722018638346 4.719672450159394 3.9308498048343625 3.3184905898341914 0.2285638549312061 0.12104631179648882 0.650389833272305 0.9509235253434113 0.0013433314471533154 0.04773314320943531 0.9721896734311612 4.146179521021233e-05 0.027768864773628495 0.18125968067287646 0.00419235787280487 0.8145479614543186 0.9982088343772266 3.2704472262298525e-09 0.0017911623523261982 0.997618745904907 1.324215968460871e-08 0.002381240852933424
9092.0 Ref100 6.449413871527523 4.6253560790825 4.38906587061152 4.470763842446255 3.85688847695032 3.2442639715602697 0.16470053593306752 0.16198388066790015 0.6733155833990323 0.948545925274894 0.0011147213797299464 0.050339353345376224 0.9734272657132167 5.88990108600183e-05 0.02651383527592338 0.24932719859947136 0.05467687163074417 0.6959959297697844 0.9980972100912529 5.928062718809741e-09 0.0019027839806845456 0.9974654305352295 2.1153562663309047e-08 0.0025345483112078422
